txn_id,from_account,to_account,amount,currency,timestamp,status
TXN000332,ACC00029,ACC00042,1278.9,USD,2026-03-11T02:36:00,completed
TXN000333,ACC00016,ACC00065,3382.96,INR,2026-02-15T07:51:00,flagged
TXN000334,ACC00006,ACC00052,391.19,USD,2026-03-14T09:20:00,completed
TXN000335,ACC00071,ACC00059,89.45,INR,2026-03-16T18:50:00,completed
TXN000336,ACC00095,ACC00080,1250.79,USD,2026-06-01T15:49:00,completed
TXN000337,ACC00094,ACC00116,2755.47,INR,2026-02-08T00:59:00,pending
TXN000338,ACC00004,ACC00030,2730.65,INR,2026-03-27T00:48:00,pending
TXN000339,ACC00109,ACC00095,3649.71,INR,2026-02-22T16:15:00,pending
TXN000340,ACC00063,ACC00008,4864.17,INR,2026-03-13T02:02:00,completed
TXN000341,ACC00115,ACC00109,2622.81,USD,2026-04-28T23:05:00,flagged
TXN000342,ACC00013,ACC00065,710.89,USD,2026-01-20T18:36:00,completed
TXN000343,ACC00056,ACC00085,4822.88,INR,2026-03-16T08:54:00,completed
TXN000344,ACC00119,ACC00103,1995.12,USD,2026-03-23T14:17:00,completed
TXN000345,ACC00010,ACC00026,723.75,INR,2026-02-09T03:10:00,pending
TXN000346,ACC00060,ACC00041,2062.24,USD,2026-02-23T14:19:00,pending
TXN000347,ACC00034,ACC00110,643.57,INR,2026-06-25T09:52:00,flagged
TXN000348,ACC00006,ACC00028,4187.83,USD,2026-02-07T02:45:00,completed
TXN000349,ACC00046,ACC00051,2591.63,USD,2026-03-08T05:01:00,pending
TXN000350,ACC00110,ACC00058,2801.97,INR,2026-01-25T14:06:00,completed
TXN000351,ACC00016,ACC00002,355.26,INR,2026-02-03T06:52:00,pending
TXN000352,ACC00048,ACC00088,3169.97,INR,2026-05-30T18:16:00,completed
TXN000353,ACC00003,ACC00009,1028.86,USD,2026-02-02T02:57:00,completed
TXN000354,ACC00016,ACC00006,4714.29,INR,2026-02-13T18:27:00,pending
TXN000355,ACC00064,ACC00004,1944.51,USD,2026-02-14T11:13:00,completed
TXN000356,ACC00036,ACC00058,4422.95,INR,2026-06-07T19:39:00,completed
TXN000357,ACC00083,ACC00038,2519.51,USD,2026-01-16T02:17:00,pending
TXN000358,ACC00018,ACC00054,1037.32,INR,2026-06-11T17:50:00,completed
TXN000359,ACC00049,ACC00101,3581.18,USD,2026-05-20T15:22:00,flagged
TXN000360,ACC00065,ACC00042,1972.49,INR,2026-01-07T10:38:00,completed
TXN000361,ACC00004,ACC00115,4062.91,USD,2026-01-15T15:33:00,completed
TXN000362,ACC00099,ACC00075,4998.05,INR,2026-01-26T07:42:00,completed
TXN000363,ACC00035,ACC00069,4090.61,INR,2026-02-26T18:54:00,pending
TXN000364,ACC00046,ACC00120,4204.15,INR,2026-02-15T07:37:00,completed
TXN000365,ACC00104,ACC00095,3503.25,INR,2026-06-30T22:22:00,flagged
TXN000366,ACC00073,ACC00019,2837.39,INR,2026-05-07T17:19:00,completed
TXN000367,ACC00063,ACC00005,496.77,INR,2026-06-04T07:01:00,flagged
TXN000368,ACC00062,ACC00001,1692.08,INR,2026-02-03T10:45:00,completed
TXN000369,ACC00118,ACC00103,4229.21,USD,2026-01-16T00:09:00,flagged
TXN000370,ACC00091,ACC00118,751.18,INR,2026-05-15T11:04:00,completed
TXN000371,ACC00091,ACC00085,2008.2,INR,2026-03-28T09:20:00,completed
TXN000372,ACC00021,ACC00094,4746.03,USD,2026-06-16T10:11:00,flagged
TXN000373,ACC00089,ACC00114,4647.78,USD,2026-02-27T21:37:00,completed
TXN000374,ACC00049,ACC00040,3683.28,USD,2026-02-02T05:46:00,completed
TXN000375,ACC00090,ACC00074,1988.43,INR,2026-02-16T19:20:00,flagged
TXN000376,ACC00029,ACC00082,2849.47,USD,2026-02-06T10:47:00,completed
TXN000377,ACC00031,ACC00045,4912.78,INR,2026-06-12T02:52:00,completed
TXN000378,ACC00058,ACC00002,1362.8,INR,2026-06-27T02:22:00,completed
TXN000379,ACC00101,ACC00014,3616.05,INR,2026-04-09T14:46:00,pending
TXN000380,ACC00022,ACC00114,2099.39,USD,2026-03-31T17:24:00,completed
TXN000381,ACC00107,ACC00062,3954.21,INR,2026-02-11T14:04:00,completed
TXN000382,ACC00038,ACC00003,1627.65,INR,2026-01-19T10:10:00,pending
TXN000383,ACC00021,ACC00094,421.26,INR,2026-03-28T19:39:00,pending
TXN000384,ACC00091,ACC00004,2185.05,INR,2026-06-05T13:10:00,completed
TXN000385,ACC00013,ACC00043,1067.47,INR,2026-04-15T22:35:00,flagged
TXN000386,ACC00034,ACC00085,1443.54,INR,2026-01-25T01:25:00,flagged
TXN000387,ACC00071,ACC00108,2480.19,INR,2026-04-03T00:27:00,completed
TXN000388,ACC00038,ACC00106,3327.0,USD,2026-02-21T03:01:00,completed
TXN000389,ACC00022,ACC00082,1494.47,INR,2026-05-02T03:19:00,pending
TXN000390,ACC00061,ACC00063,4479.64,USD,2026-01-24T20:34:00,pending
TXN000391,ACC00024,ACC00048,4433.19,USD,2026-02-17T14:02:00,completed
TXN000392,ACC00057,ACC00060,1353.83,USD,2026-05-25T01:09:00,completed
TXN000393,ACC00011,ACC00086,1751.77,USD,2026-05-31T07:35:00,completed
TXN000394,ACC00108,ACC00050,4101.11,USD,2026-05-18T21:55:00,pending
TXN000395,ACC00074,ACC00113,1216.43,USD,2026-01-21T12:57:00,completed
TXN000396,ACC00065,ACC00074,4507.25,INR,2026-01-31T14:11:00,completed
TXN000397,ACC00028,ACC00104,1003.99,INR,2026-04-19T02:43:00,pending
TXN000398,ACC00026,ACC00106,3154.77,USD,2026-03-23T23:58:00,completed
TXN000399,ACC00012,ACC00050,2804.0,USD,2026-03-12T16:29:00,completed
TXN000400,ACC00101,ACC00090,3134.14,USD,2026-01-29T13:09:00,completed
TXN000401,ACC00013,ACC00073,1022.61,USD,2026-01-10T05:17:00,pending
TXN000402,ACC00120,ACC00073,373.32,USD,2026-01-10T12:56:00,completed
TXN000403,ACC00014,ACC00073,1411.98,INR,2026-05-02T08:57:00,completed
TXN000404,ACC00074,ACC00073,138.44,USD,2026-03-21T08:53:00,pending
TXN000405,ACC00101,ACC00073,1730.65,INR,2026-02-28T04:19:00,pending
TXN000406,ACC00102,ACC00073,1570.66,USD,2026-03-10T23:26:00,flagged
TXN000407,ACC00037,ACC00073,1326.55,INR,2026-04-24T06:58:00,pending
TXN000408,ACC00113,ACC00073,1507.8,USD,2026-01-15T16:50:00,completed
TXN000409,ACC00069,ACC00073,224.67,USD,2026-02-04T16:56:00,flagged
TXN000410,ACC00114,ACC00073,155.0,INR,2026-02-21T01:15:00,completed
TXN000411,ACC00045,ACC00073,967.25,USD,2026-06-30T06:17:00,completed
TXN000412,ACC00053,ACC00073,1664.66,USD,2026-06-12T03:43:00,completed
TXN000413,ACC00034,ACC00073,559.68,USD,2026-06-02T14:11:00,pending
TXN000414,ACC00050,ACC00073,1215.07,USD,2026-03-30T05:53:00,completed
TXN000415,ACC00085,ACC00073,1523.03,INR,2026-03-14T00:24:00,completed
TXN000416,ACC00021,ACC00076,1582.58,INR,2026-05-02T04:41:00,completed
TXN000417,ACC00111,ACC00076,1242.17,INR,2026-02-27T08:38:00,completed
TXN000418,ACC00074,ACC00076,1454.21,USD,2026-04-19T12:54:00,completed
TXN000419,ACC00101,ACC00076,972.1,INR,2026-04-30T09:43:00,flagged
TXN000420,ACC00028,ACC00076,1666.19,USD,2026-05-30T03:00:00,flagged
TXN000421,ACC00029,ACC00076,1998.92,USD,2026-05-24T20:38:00,flagged
TXN000422,ACC00084,ACC00076,637.09,INR,2026-05-04T02:21:00,completed
TXN000423,ACC00088,ACC00076,1317.13,USD,2026-03-08T20:45:00,completed
TXN000424,ACC00027,ACC00076,457.88,INR,2026-01-15T19:25:00,completed
TXN000425,ACC00035,ACC00076,1393.44,INR,2026-06-17T15:18:00,completed
TXN000426,ACC00085,ACC00076,1823.13,USD,2026-04-10T23:02:00,flagged
TXN000427,ACC00053,ACC00076,1445.33,INR,2026-03-29T23:45:00,completed
TXN000428,ACC00066,ACC00076,1404.0,USD,2026-06-21T11:32:00,completed
TXN000429,ACC00003,ACC00076,1706.3,INR,2026-03-17T03:30:00,completed
TXN000430,ACC00112,ACC00076,1507.75,INR,2026-06-24T10:41:00,completed
TXN000431,ACC00029,ACC00075,323.78,INR,2026-06-12T18:37:00,flagged
TXN000432,ACC00046,ACC00075,235.31,INR,2026-05-09T03:55:00,pending
TXN000433,ACC00097,ACC00075,1106.69,USD,2026-01-14T04:08:00,completed
TXN000434,ACC00113,ACC00075,751.07,USD,2026-02-06T10:55:00,completed
TXN000435,ACC00040,ACC00075,1579.99,USD,2026-03-27T20:11:00,completed
TXN000436,ACC00054,ACC00075,1305.55,INR,2026-04-26T08:13:00,completed
TXN000437,ACC00102,ACC00075,1194.93,INR,2026-05-06T02:08:00,flagged
TXN000438,ACC00115,ACC00075,924.05,USD,2026-04-14T13:30:00,pending
TXN000439,ACC00043,ACC00075,108.87,INR,2026-04-06T00:57:00,completed
TXN000440,ACC00048,ACC00075,1538.01,INR,2026-01-05T21:00:00,completed
TXN000441,ACC00034,ACC00075,529.9,USD,2026-03-21T04:06:00,pending
TXN000442,ACC00076,ACC00075,1056.34,USD,2026-02-12T02:52:00,completed
TXN000443,ACC00038,ACC00075,666.58,USD,2026-04-27T23:33:00,flagged
TXN000444,ACC00060,ACC00075,1095.82,USD,2026-06-25T04:21:00,pending
TXN000445,ACC00110,ACC00075,782.58,INR,2026-02-12T12:01:00,completed
TXN000446,ACC00029,ACC00098,1765.43,USD,2026-05-17T19:03:00,flagged
TXN000447,ACC00094,ACC00098,1989.89,INR,2026-06-17T00:03:00,completed
TXN000448,ACC00017,ACC00098,891.87,USD,2026-02-01T17:16:00,pending
TXN000449,ACC00028,ACC00098,1433.55,INR,2026-06-27T21:40:00,completed
TXN000450,ACC00003,ACC00098,672.12,INR,2026-06-19T16:17:00,flagged
TXN000451,ACC00076,ACC00098,1250.71,INR,2026-04-18T03:32:00,flagged
TXN000452,ACC00065,ACC00098,323.7,INR,2026-01-28T15:12:00,flagged
TXN000453,ACC00022,ACC00098,479.52,USD,2026-05-14T06:22:00,pending
TXN000454,ACC00016,ACC00098,661.17,INR,2026-05-21T15:58:00,completed
TXN000455,ACC00047,ACC00098,1407.59,USD,2026-03-26T07:00:00,completed
TXN000456,ACC00092,ACC00098,1376.1,INR,2026-05-27T21:31:00,completed
TXN000457,ACC00084,ACC00098,1903.95,INR,2026-01-26T08:41:00,completed
TXN000458,ACC00103,ACC00098,967.83,USD,2026-03-09T14:03:00,completed
TXN000459,ACC00005,ACC00098,1645.04,INR,2026-03-16T11:51:00,completed
TXN000460,ACC00049,ACC00098,909.39,INR,2026-01-25T01:00:00,completed
TXN000461,ACC00083,ACC00022,19461.07,USD,2026-01-06T02:23:00,completed
TXN000462,ACC00022,ACC00043,17514.96,USD,2026-01-02T03:25:00,completed
TXN000463,ACC00043,ACC00046,15763.47,USD,2026-01-04T08:53:00,completed
TXN000464,ACC00046,ACC00115,14187.12,USD,2026-01-06T15:51:00,completed
TXN000465,ACC00115,ACC00057,12768.41,USD,2026-01-06T05:07:00,completed
TXN000466,ACC00057,ACC00083,11491.57,INR,2026-01-06T23:03:00,completed
TXN000467,ACC00014,ACC00054,13792.1,USD,2026-01-02T19:24:00,completed
TXN000468,ACC00054,ACC00117,12412.89,USD,2026-01-05T00:55:00,completed
TXN000469,ACC00117,ACC00076,11171.6,INR,2026-01-04T15:07:00,completed
TXN000470,ACC00076,ACC00014,10054.44,USD,2026-01-04T01:04:00,completed
TXN000471,ACC00084,ACC00041,16135.15,INR,2026-01-06T10:33:00,completed
TXN000472,ACC00041,ACC00002,14521.63,INR,2026-01-04T21:46:00,completed
TXN000473,ACC00002,ACC00091,13069.47,INR,2026-01-04T11:42:00,completed
TXN000474,ACC00091,ACC00112,11762.52,USD,2026-01-02T17:57:00,completed
TXN000475,ACC00112,ACC00084,10586.27,INR,2026-01-01T20:59:00,completed
TXN000476,ACC00065,ACC00109,13950.02,INR,2026-01-01T15:20:00,completed
TXN000477,ACC00109,ACC00061,12555.02,INR,2026-01-03T08:03:00,completed
TXN000478,ACC00061,ACC00110,11299.52,INR,2026-01-05T20:24:00,completed
TXN000479,ACC00110,ACC00065,10169.56,USD,2026-01-02T02:29:00,completed
TXN000480,ACC00012,ACC00074,1606.22,USD,2026-01-21T00:06:00,pending
TXN000481,ACC00012,ACC00103,2449.96,INR,2026-01-03T19:39:00,completed
TXN000482,ACC00074,ACC00058,2850.16,USD,2026-01-12T01:52:00,completed
TXN000483,ACC00012,ACC00074,2460.53,USD,2026-01-12T22:28:00,completed
TXN000484,ACC00098,ACC00085,1742.99,USD,2026-01-18T16:23:00,completed
TXN000485,ACC00098,ACC00029,2223.48,USD,2026-01-04T08:39:00,completed
TXN000486,ACC00098,ACC00029,3755.76,USD,2026-01-07T14:52:00,completed
TXN000487,ACC00006,ACC00044,3202.51,USD,2026-01-15T21:37:00,flagged
TXN000488,ACC00014,ACC00054,515.18,INR,2026-01-18T13:53:00,flagged
TXN000489,ACC00054,ACC00014,2921.36,INR,2026-01-05T03:24:00,flagged
TXN000490,ACC00006,ACC00097,2264.39,USD,2026-01-14T19:58:00,completed
TXN000491,ACC00097,ACC00054,3872.58,USD,2026-01-15T04:08:00,pending
TXN000492,ACC00039,ACC00096,2991.56,INR,2026-01-07T06:39:00,completed
TXN000493,ACC00096,ACC00114,3934.67,INR,2026-01-17T17:44:00,completed
TXN000494,ACC00090,ACC00096,2467.98,USD,2026-01-18T09:56:00,pending
TXN000495,ACC00090,ACC00039,588.45,INR,2026-01-02T21:03:00,completed
TXN000496,ACC00096,ACC00114,3942.36,USD,2026-01-05T01:44:00,completed
TXN000497,ACC00097,ACC00005,3098.44,USD,2026-01-08T16:50:00,completed
TXN000498,ACC00005,ACC00097,3742.7,USD,2026-01-14T21:20:00,flagged
TXN000499,ACC00097,ACC00005,3102.84,INR,2026-01-20T14:53:00,completed
TXN000500,ACC00076,ACC00083,3216.51,INR,2026-01-10T14:11:00,completed
TXN000501,ACC00083,ACC00076,3072.78,INR,2026-01-13T01:27:00,completed
TXN000502,ACC00076,ACC00048,955.23,USD,2026-01-01T10:29:00,completed
TXN000503,ACC00091,ACC00083,3750.2,INR,2026-01-21T19:53:00,completed
TXN000504,ACC00097,ACC00048,755.08,USD,2026-01-17T07:11:00,flagged
